1.042e1		1.1370	8.800e-2
1.053e1		1.1181	1.080e-1
1.064e1		1.1013	1.340e-1
1.075e1		1.0908	1.680e-1
1.087e1		1.0873	2.040e-1
1.100e1		1.0925	2.480e-1
1.111e1		1.1065	2.800e-1
1.136e1		1.1478	3.410e-1
1.163e1		1.2020	3.790e-1
1.190e1		1.2582	4.090e-1	
1.220e1		1.3231	4.220e-1
1.250e1		1.3857	4.220e-1
1.282e1		1.4448	4.030e-1
1.299e1		1.4717	3.890e-1
1.316e1		1.4962	3.740e-1
1.333e1		1.5165	3.540e-1
1.351e1		1.5333	3.350e-1
1.370e1		1.5490	3.150e-1
1.389e1		1.5628	2.940e-1
1.408e1		1.5732	2.710e-1
1.429e1		1.5803	2.460e-1
1.471e1		1.5792	1.980e-1
1.515e1		1.5667	1.640e-1	
1.538e1		1.5587	1.520e-1
1.563e1		1.5508	1.420e-1
1.613e1		1.5381	1.280e-1
1.639e1		1.5330	1.250e-1
1.667e1		1.5322	1.230e-1
1.695e1		1.5334	1.160e-1
1.724e1		1.5329	1.070e-1
1.818e1		1.5170	7.900e-2
1.887e1		1.5010	7.200e-2
1.923e1		1.4968	7.600e-2
1.961e1		1.4993	7.500e-2
2.000e1		1.5015	6.700e-2
2.041e1		1.4986	5.500e-2
2.083e1		1.4905	4.500e-2
2.222e1		1.4607	2.900e-2
2.260e1		1.4518	2.750e-2
2.305e1		1.4422	2.700e-2
2.360e1		1.4316	2.730e-2
2.460e1		1.4138	2.890e-2
2.500e1		1.4068	3.000e-2
2.600e1		1.3895	3.400e-2
2.857e1		1.3489	5.300e-2
3.100e1		1.3104	7.550e-2
3.333e1		1.2642	1.060e-1
3.448e1		1.2366	1.350e-1
3.564e1		1.2166	1.761e-1
3.700e1		1.2023	2.229e-1
3.824e1		1.1964	2.746e-1
3.960e1		1.1997	3.280e-1
4.114e1		1.2086	3.906e-1
4.276e1		1.2217	4.642e-1
4.358e1		1.2417	5.247e-1
4.458e1		1.2818	5.731e-1
4.550e1		1.3278	6.362e-1
4.615e1		1.3866	6.839e-1
4.671e1		1.4649	7.091e-1
4.736e1		1.5532	6.790e-1
4.800e1		1.6038	6.250e-1
4.878e1		1.6188	5.654e-1
5.003e1		1.6296	5.433e-1
5.128e1		1.6571	5.292e-1
5.275e1		1.6981	5.070e-1
5.350e1		1.7206	4.883e-1
5.424e1		1.7486	4.707e-1
5.500e1		1.7674	4.203e-1
5.574e1		1.7648	3.771e-1
5.640e1		1.7501	3.376e-1
5.700e1		1.7233	3.056e-1
5.746e1		1.6849	2.835e-1
5.840e1		1.6240	3.170e-1
5.929e1		1.5960	3.517e-1
6.000e1		1.5851	3.902e-1
6.100e1		1.5992	4.509e-1
6.125e1		1.6140	4.671e-1
6.250e1		1.6662	4.779e-1
6.378e1		1.7066	4.890e-1
6.467e1		1.7371	4.899e-1
6.558e1		1.7686	4.873e-1
6.655e1		1.8034	4.766e-1
6.760e1		1.8330	4.508e-1
6.900e1		1.8568	4.193e-1
7.053e1		1.8741	3.880e-1
7.300e1		1.8911	3.433e-1
7.500e1		1.8992	3.118e-1
7.629e1		1.9043	2.935e-1
8.000e1		1.9033	2.350e-1
8.297e1		1.8874	1.981e-1
8.500e1		1.8750	1.865e-1	
8.680e1		1.8670	1.771e-1
9.080e1		1.8536	1.620e-1
9.517e1		1.8425	1.490e-1
1.000e2		1.8323	1.390e-1
1.200e2		1.8191	1.200e-1
1.500e2		1.8227	9.620e-2
1.670e2		1.8296	8.300e-2
1.778e2		1.8326	6.900e-2
1.884e2		1.8315	5.700e-2
